City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,nemuro,43.3236,145.575,14.34,95,100,2.88,JP,1689601423
289,lerwick,60.1545,-1.1494,13.0,77,90,7.99,GB,1689601423
290,yunyang,33.4474,112.7142,25.6,63,11,0.43,CN,1689601424
291,rosarito,32.3333,-117.0333,19.71,82,59,2.01,MX,1689601424
292,saint-philippe,-21.3585,55.7679,23.77,85,42,5.78,RE,1689601424
293,vorgashor,67.5833,63.95,16.89,71,28,4.96,RU,1689601424
294,kotabumi,-4.8333,104.9,23.79,93,23,1.84,ID,1689601424
295,jalapa,19.5333,-96.9167,19.37,77,98,0.74,MX,1689601424
296,bocaiuva,-17.1078,-43.815,24.84,35,1,1.64,BR,1689601424
297,prince rupert,54.3161,-130.3201,14.83,94,100,2.57,CA,1689601425
298,arvayheer,46.2639,102.775,15.12,70,33,2.68,MN,1689601425
299,torghay,49.6339,63.4981,26.82,34,100,7.19,KZ,1689601425
300,roma,43.2128,-75.4557,25.77,73,75,2.06,US,1689601425
301,ataq,14.5377,46.8319,34.36,29,22,5.06,YE,1689601425
302,khandud,36.9513,72.318,22.86,27,8,3.31,AF,1689601425
303,subotica,46.1,19.6667,35.46,33,0,3.11,RS,1689601425
304,bilajer,40.5681,50.0378,25.9,53,20,6.17,AZ,1689601426
305,hilo,19.7297,-155.09,22.36,92,0,1.54,US,1689601173
306,sabang,5.8933,95.3214,29.39,74,100,11.85,ID,1689601426
307,ogre,56.8162,24.614,24.82,56,94,2.15,LV,1689601426
308,howrah,22.5892,88.3103,29.0,89,75,2.06,IN,1689601426
309,shingu,33.7333,135.9833,25.06,89,0,2.7,JP,1689601427
310,stjordalshalsen,63.4681,10.9262,17.0,72,75,5.66,NO,1689601428
311,auki,-8.7676,160.7034,25.04,88,100,0.99,SB,1689601428
312,kavaratti,10.5669,72.642,28.17,79,75,8.77,IN,1689601428
313,kavieng,-2.5744,150.7967,27.58,80,100,2.16,PG,1689601428
314,begusarai,25.4167,86.1333,31.69,62,100,4.72,IN,1689601428
315,stone,52.9059,-2.1541,20.42,63,96,5.21,GB,1689601428
316,kayangel,8.0823,134.7173,28.89,79,100,7.02,PW,1689601429
317,kaliganj,23.4095,89.1402,28.05,85,100,4.55,BD,1689601429
318,amga,60.8953,131.9608,11.23,82,96,2.06,RU,1689601429
319,cicurug,-6.7814,106.7825,22.16,93,72,1.06,ID,1689601429
320,victorica,-36.2151,-65.4359,3.44,61,96,4.97,AR,1689601430
321,wagini,12.6878,7.1958,35.7,32,87,1.42,NG,1689601430
322,salinas,36.6777,-121.6555,15.45,91,100,0.0,US,1689601430
323,brookings,44.3114,-96.7984,16.7,83,3,0.89,US,1689601430
324,howard springs,-12.497,131.047,21.95,45,62,1.25,AU,1689601430
325,darhan,49.4867,105.9228,18.45,90,100,4.86,MN,1689601430
326,tshabong,-26.05,22.45,24.19,16,0,2.65,BW,1689601431
327,hami,42.8,93.45,38.1,11,62,9.7,CN,1689601431
328,praia da vitoria,38.7333,-27.0667,22.14,78,75,3.87,PT,1689601431
329,changsha,28.2,112.9667,28.09,72,79,2.35,CN,1689601397
330,wenzhou,27.9994,120.6668,27.61,89,10,1.01,CN,1689601431
331,hongqiao,26.7684,112.1081,24.7,94,100,1.84,CN,1689601431
332,saint joseph,39.7686,-94.8466,22.36,96,100,3.09,US,1689601228
333,san luis de la loma,17.2706,-100.8939,27.56,80,70,1.22,MX,1689601432
334,robore,-18.3333,-59.75,19.05,88,75,0.0,BO,1689601432
335,cedral,23.8,-100.7333,19.55,66,52,4.12,MX,1689601432
336,betio village,1.358,172.9211,27.02,74,22,2.6,KI,1689601432
337,baotou,40.6522,109.8222,28.7,21,1,5.26,CN,1689601432
338,tadine,-21.55,167.8833,20.82,69,90,6.67,NC,1689601432
339,kuchaiburi,22.2667,86.1667,27.11,88,95,2.65,IN,1689601433
340,mondlo,-27.983,30.7177,22.63,17,0,1.95,ZA,1689601433
341,russkiy,43.0147,131.8642,17.92,95,100,2.73,RU,1689601433
342,chibuto,-24.6867,33.5306,25.02,31,0,2.01,MZ,1689601433
343,roxas,11.5853,122.7511,25.08,87,89,2.63,PH,1689601433
344,taroa,8.7058,171.2275,27.87,79,68,5.67,MH,1689601433
345,margate,51.3813,1.3862,19.39,80,86,2.68,GB,1689600721
346,alo,7.4178,6.7371,31.41,64,75,2.12,NG,1689601434
347,turkmenbasy,40.0222,52.9552,25.43,47,0,7.2,TM,1689601434
348,buckeye,33.3703,-112.5838,35.46,38,0,2.06,US,1689601425
349,wainwright,52.839,-110.8572,14.73,71,48,6.65,CA,1689601434
350,corinto,37.9407,22.9573,34.94,29,0,6.61,GR,1689601434
351,cabedelo,-6.9811,-34.8339,28.37,76,69,6.43,BR,1689601170
352,naryn,41.4287,75.9911,19.18,59,51,2.92,KG,1689601435
353,veraval,20.9,70.3667,28.5,82,20,6.76,IN,1689601435
354,sao jose da coroa grande,-8.8978,-35.1478,26.04,74,45,5.91,BR,1689601435
355,san jose,37.3394,-121.895,21.01,74,75,1.54,US,1689601060
356,pangody,65.85,74.4859,23.69,45,100,5.6,RU,1689601435
357,kabalo,-6.05,26.9167,34.82,20,5,2.9,CD,1689601435
358,maintirano,-18.0667,44.0167,24.92,66,0,6.18,MG,1689601435
359,fiambala,-27.6871,-67.6149,12.56,29,0,1.56,AR,1689601436
360,tinajo,29.0788,-13.7081,26.49,57,75,9.26,ES,1689601436
361,pariaman,-0.619,100.12,25.03,88,58,1.52,ID,1689601436
362,cockburn town,21.4612,-71.1419,28.42,82,99,8.29,TC,1689601436
363,banki,20.3833,85.5333,28.06,82,91,2.35,IN,1689601436
364,bubaque,11.2833,-15.8333,26.12,86,100,6.41,GW,1689601436
365,fort bragg,35.139,-79.006,27.12,80,0,1.54,US,1689601436
366,chibougamau,49.9168,-74.3659,19.79,83,40,3.31,CA,1689601437
367,sinan,34.8262,126.1086,25.06,96,100,6.01,KR,1689601437
368,dakhla,23.6848,-15.958,25.01,65,0,7.72,EH,1689601437
369,puerto baquerizo moreno,-0.9,-89.6,24.82,83,24,5.16,EC,1689601207
370,cody,44.5263,-109.0565,22.11,67,0,0.0,US,1689601437
371,haiku-pauwela,20.9219,-156.3051,23.47,79,100,6.17,US,1689601437
372,york,40.1254,-77.0,26.86,71,0,0.0,US,1689601438
373,nikolayevsk-on-amure,53.1406,140.73,16.39,79,41,0.92,RU,1689601438
374,revelstoke,50.9832,-118.2023,21.01,52,100,4.63,CA,1689601210
375,paracuru,-3.41,-39.0306,28.95,56,13,7.37,BR,1689601321
376,raduzhny,62.0961,77.475,21.62,52,82,2.46,RU,1689601438
377,kashgar,39.4547,75.9797,34.56,20,20,3.0,CN,1689601438
378,essaouira,31.5125,-9.77,27.72,61,5,4.63,MA,1689601438
379,north bend,43.4065,-124.2243,16.03,100,100,1.54,US,1689601439
380,el bolson,-41.9667,-71.5167,-0.87,84,27,0.17,AR,1689601439
381,santa ana,33.7456,-117.8678,24.58,87,0,3.09,US,1689601303
382,queenstown,-31.8976,26.8753,20.65,21,56,7.31,ZA,1689601439
383,tari,12.4086,4.4914,35.79,38,98,1.83,NG,1689601439
384,mirny,62.5353,113.9611,15.13,93,86,3.13,RU,1689601439
385,woolgoolga,-30.1106,153.2007,13.36,89,19,3.37,AU,1689601439
386,freetown,8.484,-13.2299,25.84,89,75,3.09,SL,1689601227
387,turpan,42.9333,89.1667,39.89,13,38,7.92,CN,1689601440
388,kaedi,16.1465,-13.5047,32.37,49,100,2.69,MR,1689601440
389,al ghayzah,16.2079,52.176,28.17,78,95,5.78,YE,1689601440
390,bikenibeu village,1.3673,173.1241,26.98,89,75,0.51,KI,1689601440
391,tofol,5.3248,163.0078,28.26,77,100,5.84,FM,1689601440
392,marsabit,2.3284,37.9899,25.47,33,98,8.61,KE,1689601440
393,lyantor,61.6195,72.1555,23.63,45,17,4.95,RU,1689601440
394,portland,45.5234,-122.6762,17.75,79,99,3.13,US,1689600880
395,charters towers,-20.1,146.2667,18.49,66,100,2.86,AU,1689601441
396,labrador city,52.9463,-66.9114,18.95,100,100,3.09,CA,1689601441
397,pueblo nuevo,23.3833,-105.3833,17.4,71,13,1.8,MX,1689601441
398,kirov,58.5966,49.6601,24.06,47,19,3.18,RU,1689601347
399,porto novo,6.4965,2.6036,29.9,67,70,5.45,BJ,1689601441
400,ocean city,39.2776,-74.5746,27.79,89,25,1.79,US,1689601406
401,kenora,49.8167,-94.4337,13.54,88,100,3.6,CA,1689601258
402,horqueta,-23.3428,-57.0597,15.16,89,98,2.24,PY,1689601442
403,al bayda,32.7627,21.7551,27.1,43,0,9.61,LY,1689601442
404,bandarbeyla,9.4942,50.8122,26.16,68,6,14.43,SO,1689601442
405,zaragoza,41.6561,-0.8773,32.23,44,0,3.09,ES,1689601442
406,mikuni,36.2171,136.1519,26.95,83,91,0.86,JP,1689601442
407,palafrugell,41.9174,3.1631,32.42,45,10,1.79,ES,1689601271
408,acajutla,13.5928,-89.8275,28.74,65,100,2.18,SV,1689601443
409,olinda,-8.0089,-34.8553,27.85,69,75,5.66,BR,1689601443
410,kargat,55.1956,80.2811,22.67,42,76,2.6,RU,1689601443
411,kerikeri,-35.2268,173.9474,8.84,92,16,2.11,NZ,1689601443
412,padang,-0.9492,100.3543,25.03,87,94,1.28,ID,1689601233
413,wuchuan,21.4571,110.7659,26.69,90,100,24.91,CN,1689601443
414,broome,42.2506,-75.833,23.7,78,75,2.57,US,1689601443
415,namibe,-15.1961,12.1522,24.35,78,0,5.14,AO,1689601444
416,tarsus,36.9188,34.8784,41.21,31,0,5.38,TR,1689601444
417,san ignacio,17.1561,-89.0714,25.08,94,0,0.0,BZ,1689601444
418,mount pearl,47.5166,-52.7813,26.29,72,75,7.72,CA,1689601444
419,at taj,24.2049,23.2857,40.28,9,0,4.36,LY,1689601444
420,beyla,8.6833,-8.6333,26.47,73,100,0.7,GN,1689601445
421,chrysoupolis,40.9856,24.6939,31.05,51,20,4.12,GR,1689601445
422,mata-utu,-13.2816,-176.1745,26.82,82,66,7.39,WF,1689601445
423,ndibene dahra,15.3338,-15.4766,27.82,62,100,1.29,SN,1689601445
424,nha trang,12.25,109.1833,30.0,78,100,2.0,VN,1689601445
425,troitsk,54.0979,61.5773,22.14,67,72,3.66,RU,1689601445
426,el calafate,-50.3408,-72.2768,-4.72,71,2,1.28,AR,1689601446
427,merizo village,13.2658,144.6691,28.31,91,100,6.02,GU,1689601446
428,ialibu,-6.2821,143.9935,12.88,98,85,0.4,PG,1689601446
429,diffa,13.3154,12.6113,40.32,18,5,1.4,NE,1689601446
430,yokadouma,3.5167,15.05,32.16,50,57,0.36,CM,1689601446
431,kuytun,54.3419,101.5036,15.69,82,100,3.87,RU,1689601447
432,tarakan,3.3,117.6333,28.26,79,62,4.6,ID,1689601337
433,yorkton,51.2167,-102.4677,9.91,93,0,1.03,CA,1689601447
434,mugia,43.1041,-9.2179,27.17,69,0,9.35,ES,1689601447
435,hammam bou hadjar,35.3789,-0.9678,45.73,11,0,4.71,DZ,1689601447
436,uray,60.1247,64.7758,24.27,46,15,3.27,RU,1689601448
437,buritizeiro,-17.3511,-44.9622,29.48,36,5,2.09,BR,1689601231
438,asentamiento humano nicolas de pierola,-11.95,-76.7,14.16,46,13,1.47,PE,1689601448
439,tukrah,32.5341,20.5791,30.54,54,0,6.67,LY,1689601448
440,conception bay south,47.4999,-52.9981,26.62,76,100,3.58,CA,1689601342
441,raton,36.9034,-104.4391,17.19,37,0,1.34,US,1689601448
442,yarim,14.298,44.3779,23.27,35,91,2.79,YE,1689601449
443,palmer,42.1584,-72.3287,26.84,73,20,0.89,US,1689601449
444,qaisumah,28.3112,46.1273,46.98,4,0,2.57,SA,1689601449
445,sechura,-5.5569,-80.8222,22.83,72,26,4.28,PE,1689601449
446,illizi,26.4833,8.4667,40.89,7,22,5.67,DZ,1689601449
447,ola,59.5833,151.2833,12.86,95,98,1.17,RU,1689601449
448,yenotayevka,47.2456,47.0281,24.99,44,96,7.43,RU,1689601449
449,vung tau,10.346,107.0843,26.45,84,100,9.92,VN,1689601450
450,zalingei,12.9096,23.4741,34.23,29,7,2.54,SD,1689601450
451,uturoa,-16.7333,-151.4333,25.29,69,5,4.84,PF,1689601450
452,elliot,-31.3333,27.85,18.07,24,24,4.28,ZA,1689601450
453,onguday,50.75,86.15,17.19,75,14,1.51,RU,1689601451
454,kalmunai,7.4167,81.8167,30.2,68,100,0.54,LK,1689601451
455,zadar,44.1197,15.2422,36.34,34,0,5.14,HR,1689601451
456,khed,17.7167,73.3833,25.56,93,100,3.02,IN,1689601451
457,saldanha,-33.0117,17.9442,20.03,86,20,2.87,ZA,1689601452
458,huilong,31.8111,121.655,26.63,94,23,5.39,CN,1689601452
459,kruisfontein,-34.0033,24.7314,18.82,63,21,3.66,ZA,1689601452
460,tobelo,1.7284,128.0095,25.2,86,100,1.02,ID,1689601453
461,la'ie,21.6477,-157.9253,25.98,79,50,1.79,US,1689601453
462,berdigestyakh,62.0989,126.6992,15.8,61,18,5.14,RU,1689601453
463,laojunmiao,39.8333,97.7333,26.54,18,0,4.95,CN,1689601453
464,strelka,58.0728,93.0344,16.76,69,19,0.72,RU,1689601454
465,parambu,-6.2111,-40.6944,29.97,36,0,4.97,BR,1689601454
466,champerico,14.3,-91.9167,24.3,70,100,1.93,GT,1689601454
467,martinopolis,-22.1458,-51.1708,21.62,47,6,2.4,BR,1689601454
468,xai-xai,-25.0519,33.6442,22.92,48,0,2.31,MZ,1689601454
469,choele choel,-39.2667,-65.6833,3.24,33,8,1.72,AR,1689601454
470,ca mau,9.1769,105.15,25.22,90,100,3.58,VN,1689601455
471,greensboro,36.0726,-79.792,25.72,74,75,2.06,US,1689601413
472,labytnangi,66.6572,66.4183,19.88,60,82,5.79,RU,1689601455
473,mkushi,-13.6202,29.3939,22.96,27,0,4.64,ZM,1689601455
474,arteche,12.2645,125.4048,26.19,87,100,0.77,PH,1689601456
475,talcahuano,-36.7167,-73.1167,4.82,75,0,3.09,CL,1689601456
476,vilyeyka,54.4896,26.9062,28.61,39,87,5.75,BY,1689601456
477,piatykhatky,48.4133,33.7106,28.57,38,7,5.8,UA,1689601456
478,selebi-phikwe,-21.979,27.8498,23.58,17,0,5.72,BW,1689601456
479,singrauli,24.1997,82.6753,28.72,68,100,2.68,IN,1689601457
480,lata,40.1629,-8.3327,27.26,17,0,4.54,PT,1689601457
481,walvis bay,-22.9575,14.5053,36.53,10,0,4.63,NA,1689601457
482,callao,-12.0667,-77.15,21.16,68,100,3.6,PE,1689601457
483,yatou,37.15,122.3833,21.83,83,2,2.12,CN,1689601457
484,zaozersk,69.4005,32.4476,22.22,44,100,5.44,RU,1689601457
485,kathmandu,27.7167,85.3167,22.13,91,100,1.54,NP,1689601383
486,makokou,0.5738,12.8642,29.9,59,24,1.58,GA,1689601458
487,houghton,47.1219,-88.569,14.5,91,100,6.17,US,1689601458
488,tarariras,-34.2833,-57.6167,5.65,69,11,5.47,UY,1689601458
489,east london,-33.0153,27.9116,22.52,53,0,3.09,ZA,1689601458
490,touros,-5.1989,-35.4608,29.65,53,2,7.34,BR,1689601458
491,singtam,27.2333,88.5,25.54,97,96,0.61,IN,1689601459
492,banda aceh,5.5577,95.3222,27.6,78,100,7.29,ID,1689601459
493,itigi,-5.7,34.4833,26.35,25,0,3.72,TZ,1689601459
494,kuruman,-27.4524,23.4325,23.33,18,0,3.93,ZA,1689601459
495,minot air force base,48.4209,-101.3391,13.32,92,20,2.06,US,1689601428
496,kristiansund,63.1115,7.732,16.03,82,75,5.14,NO,1689601460
497,cide,41.8921,33.0044,26.34,59,0,6.93,TR,1689601460
498,angaur state,6.906,134.13,28.11,79,100,3.9,PW,1689601460
499,sinop,41.7711,34.8709,23.24,44,0,3.24,TR,1689601460
500,imbituba,-28.24,-48.6703,16.59,83,100,3.11,BR,1689601355
501,akureyri,65.6835,-18.0878,12.96,54,40,5.14,IS,1689601460
502,el colomo,19.05,-104.25,23.99,92,99,4.09,MX,1689601461
503,pointe-noire,-4.7761,11.8635,24.43,75,8,4.02,CG,1689601461
504,hermosillo,29.0667,-110.9667,32.14,72,75,0.45,MX,1689601282
505,shimoda,34.6667,138.95,25.61,85,0,1.93,JP,1689601461
506,ponoka,52.6768,-113.5815,14.38,89,7,3.79,CA,1689601330
507,celestun,20.8667,-90.4,27.92,71,2,3.33,MX,1689601461
508,istok,42.7808,20.4875,34.13,35,0,0.63,XK,1689601462
509,mukalla,14.5425,49.1242,34.82,52,25,7.41,YE,1689601227
510,loreto,22.2667,-101.9667,17.02,70,5,3.23,MX,1689601462
511,xiaogan,30.9167,113.9,27.05,79,3,3.92,CN,1689601462
512,krasnoarmeyskoye,52.7182,50.0322,17.25,91,100,2.81,RU,1689601462
513,chico,39.7285,-121.8375,30.91,50,0,2.57,US,1689601193
514,waingapu,-9.6567,120.2641,22.89,83,6,4.44,ID,1689601463
515,niquero,20.0431,-77.5828,28.95,75,0,2.45,CU,1689601463
516,aripuana,-9.1667,-60.6333,31.34,34,54,1.96,BR,1689601463
517,isla mujeres,21.2311,-86.731,30.09,78,94,5.34,MX,1689601463
518,bireun,5.203,96.7009,27.34,76,100,3.26,ID,1689601463
519,obock,12.25,43.0833,35.27,27,12,9.35,DJ,1689601464
520,masterton,-40.9597,175.6575,8.27,95,62,1.43,NZ,1689601464
521,tripoli,32.8752,13.1875,32.64,40,0,5.0,LY,1689601464
522,aketi,2.7388,23.7833,34.15,34,86,1.58,CD,1689601464
523,jinjing,24.575,118.5972,30.12,83,95,2.68,CN,1689601464
524,obo,5.3998,26.4869,28.21,62,96,1.65,CF,1689601464
525,kota bharu,6.1333,102.2386,28.97,83,20,0.0,MY,1689601465
526,wasselonne,48.6372,7.4473,27.87,34,0,6.17,FR,1689601465
527,birao,10.2849,22.7882,35.64,36,12,0.38,CF,1689601465
528,kilembe,0.2,30.0,26.43,31,29,1.92,UG,1689601465
529,maydolong,11.4992,125.5011,26.53,85,98,2.04,PH,1689601465
530,ulsteinvik,62.3432,5.8487,14.95,95,100,2.68,NO,1689601465
531,longonjo,-12.9067,15.2533,28.64,15,0,1.42,AO,1689601466
532,shangrao,28.4532,117.9686,27.07,85,16,0.7,CN,1689601466
533,kalabo,-14.97,22.6814,27.31,16,0,2.89,ZM,1689601466
534,picture rocks,32.3459,-111.2462,33.34,42,38,2.57,US,1689601466
535,princeville,45.7668,-61.2985,25.79,88,100,5.66,CA,1689601362
536,yichun,47.7,128.9,14.73,96,8,0.88,CN,1689601467
537,mbanza kongo,-6.267,14.2401,37.05,15,0,1.53,AO,1689601467
538,lesozavodsk,45.4794,133.4244,19.02,94,30,1.89,RU,1689601467
539,peace river,56.2501,-117.286,14.81,100,100,2.06,CA,1689601218
540,pacasmayo,-7.4006,-79.5714,21.96,78,78,3.92,PE,1689601391
541,satkania,22.0796,92.0572,29.99,91,100,2.37,BD,1689601468
542,ocher,57.8904,54.7202,19.55,85,83,3.78,RU,1689601468
543,niafunke,15.9322,-3.9906,38.06,27,46,1.95,ML,1689601468
544,hollabrunn,48.55,16.0833,32.11,45,22,1.34,AT,1689601468
545,las palmas,28.4204,-14.0131,24.44,65,75,8.23,ES,1689601468
546,ust'-kut,56.7938,105.7672,16.16,78,55,1.13,RU,1689601469
547,bileca,42.8719,18.4297,28.94,41,0,2.55,BA,1689601469
548,tangalle,6.024,80.7911,30.09,86,99,5.79,LK,1689601469
549,taganrog,47.2362,38.8969,25.37,49,89,3.46,RU,1689601469
550,glubokoye,50.1456,82.3114,24.86,44,4,4.0,KZ,1689601469
551,khovd,48.0056,91.6419,25.81,24,100,0.81,MN,1689601469
552,paonta sahib,30.45,77.6167,29.34,76,59,1.06,IN,1689601469
553,vadso,70.0744,29.7487,22.49,59,0,2.06,NO,1689601470
554,planaltina,-15.4528,-47.6142,26.32,35,43,3.5,BR,1689601470
555,chandbali,20.7833,86.7667,28.71,79,91,4.02,IN,1689601470
556,berezovyy,51.6667,135.7,17.87,86,0,1.55,RU,1689601470
557,navas de san juan,38.2351,-3.3538,43.9,5,52,5.45,ES,1689601470
558,selfoss,63.9331,-20.9971,15.58,45,87,2.39,IS,1689601470
559,debre mark'os,10.35,37.7333,17.18,81,77,2.15,ET,1689601471
560,ciudad lazaro cardenas,17.9583,-102.2,24.9,93,98,1.56,MX,1689601315
561,camalu,30.85,-116.0667,21.06,80,61,1.65,MX,1689601471
562,bel ombre,-4.6167,55.4167,26.91,74,20,4.63,SC,1689601471
563,aromashevo,56.8602,68.6375,23.07,66,97,3.48,RU,1689601471
564,lusambo,-4.9667,23.45,37.7,16,1,1.75,CD,1689601471
565,mahdia,35.5047,11.0622,32.97,44,0,4.63,TN,1689601472
566,santa terezinha,-29.9002,-50.0904,12.64,67,0,5.54,BR,1689601472
567,orchard homes,46.8633,-114.0484,18.49,61,0,0.0,US,1689601472
568,barcelos,41.5388,-8.6151,32.18,35,2,3.67,PT,1689601328
569,konarka,19.9,86.1167,28.22,83,72,3.56,IN,1689601472
570,ahmadpur east,29.1431,71.2598,41.95,27,98,5.76,PK,1689601472
571,zarechnyy,53.2036,45.1923,22.28,55,19,4.98,RU,1689601473
572,nizhneangarsk,55.7833,109.55,11.5,97,100,0.37,RU,1689601473
573,kibre mengist,5.8833,38.9833,21.32,64,82,2.02,ET,1689601473
574,prado,-17.3411,-39.2208,26.71,62,15,2.62,BR,1689601473
575,san salvador,13.6894,-89.1872,26.04,90,100,2.13,SV,1689601410
576,sakhnovshchyna,49.1517,35.872,26.34,40,30,3.67,UA,1689601473
577,inhambane,-23.865,35.3833,22.96,46,36,3.44,MZ,1689601474
578,smithers,54.7804,-127.1743,11.18,100,100,0.0,CA,1689601381
